"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"strain"	"Enterobacter cloacae subsp. dissolvens SDM"	0	25	24	2	0	62	58	55	0
"strain"	"Enterobacter lignolyticus SCF1"	0	10	38	0	0	53	76	6	0
"strain"	"Enterobacteria phage DE3"	0	1	1	0	0	0	0	0	0
"strain"	"Enterobacteria phage ID22"	0	0	0	0	0	0	0	3	0
"strain"	"Enterobacteria phage ID34"	0	0	0	0	0	0	0	2	0
"strain"	"Enterobacteria phage ID45"	0	0	0	0	0	0	0	6	0
"strain"	"Enterobacteria phage NC1"	0	2	5	0	1	2	9	19	1
"strain"	"Enterobacteria phage NC11"	0	0	2	0	0	0	0	4	0
"strain"	"Enterobacteria phage NC16"	0	34	54	24	61	46	82	189	55
"strain"	"Enterobacteria phage NC37"	0	22	60	28	40	53	86	162	55
"strain"	"Enterobacteria phage NC41"	0	1	0	1	0	0	1	12	1
"strain"	"Enterobacteria phage NC5"	0	23	32	21	34	30	51	120	41
"strain"	"Enterobacteria phage NC51"	0	47	94	36	85	46	128	319	75
"strain"	"Enterobacteria phage NC56"	0	15	24	12	16	21	21	73	16
"strain"	"Enterobacteria phage NC7"	0	1	2	1	3	4	4	19	2
"strain"	"Enterobacteria phage P7"	0	0	0	3	0	0	0	2	0
"strain"	"Enterobacteria phage phiX174"	0	20010	39339	21469	33484	29066	53614	109567	33036
"strain"	"Enterobacteria phage S13"	0	997	1804	1163	1619	1474	2531	5247	1655
"strain"	"Enterobacteria phage WA10"	0	0	2	1	3	0	3	25	5
"strain"	"Enterococcus casseliflavus EC20"	0	0	0	0	0	2	1	0	0
"strain"	"Enterococcus faecalis D32"	0	32	0	17	3	54	69	57	1
"strain"	"Enterococcus faecalis OG1RF"	0	29	5	15	1	66	48	45	0
"strain"	"Enterococcus faecalis str. Symbioflor 1"	0	24	2	26	2	69	62	48	0
"strain"	"Enterococcus faecalis V583"	0	70	19	178	8	170	69	299	9
"strain"	"Enterococcus faecium Aus0004"	0	1	0	1	0	5	3	2	0
"strain"	"Enterococcus faecium Aus0085"	0	1	0	4	1	3	1	12	0
"strain"	"Enterococcus faecium DO"	0	0	0	5	0	3	0	5	0
"strain"	"Enterococcus faecium NRRL B-2354"	0	3	0	0	0	3	0	4	0
"strain"	"Enterococcus hirae ATCC 9790"	0	2	0	0	0	2	0	1	0
"strain"	"Enterococcus mundtii QU 25"	0	7	2	0	0	9	1	0	0
"strain"	"Erwinia amylovora ATCC 49946"	0	1	0	0	0	2	2	0	0
"strain"	"Erwinia amylovora CFBP1430"	0	1	0	0	0	0	2	0	0
"strain"	"Erwinia billingiae Eb661"	0	1	2	0	0	15	8	0	0
"strain"	"Erwinia pyrifoliae DSM 12163"	0	0	0	0	0	3	0	0	0
"strain"	"Erwinia tasmaniensis Et1/99"	0	5	11	1	0	3	5	0	0
"strain"	"Erythrobacter litoralis HTCC2594"	0	0	0	0	0	9	0	0	0
"strain"	"Escherichia coli 'BL21-Gold(DE3)pLysS AG'"	0	33	11	2	0	63	17	17	0
"strain"	"Escherichia coli 042"	0	54	31	44	0	193	96	140	1
"strain"	"Escherichia coli 536"	0	26	16	30	2	50	15	130	2
"strain"	"Escherichia coli ABU 83972"	180	34	19	30	1	71	20	108	1
"strain"	"Escherichia coli APEC O1"	0	21	15	25	0	52	14	105	2
"strain"	"Escherichia coli APEC O78"	0	18	8	3	0	44	18	25	0
"strain"	"Escherichia coli ATCC 8739"	0	22	10	2	0	47	21	12	0
"strain"	"Escherichia coli B str. REL606"	0	32	12	2	0	58	22	12	0
"strain"	"Escherichia coli BL21(DE3)"	0	68	26	3	0	111	33	30	0
"strain"	"Escherichia coli BW2952"	0	26	18	2	1	38	7	11	0
"strain"	"Escherichia coli DH1"	0	56	37	5	0	136	33	19	2
"strain"	"Escherichia coli ETEC H10407"	0	15	18	6	0	58	29	26	0
"strain"	"Escherichia coli IAI39"	0	27	15	14	0	72	26	82	2
"strain"	"Escherichia coli IHE3034"	0	31	27	30	1	64	24	80	3
"strain"	"Escherichia coli JJ1886"	0	67	33	215	10	158	50	784	12
"strain"	"Escherichia coli KO11FL"	0	46	15	2	0	113	43	17	0
"strain"	"Escherichia coli LY180"	0	24	4	2	0	45	13	9	0
"strain"	"Escherichia coli NA114"	0	177	71	157	6	349	55	649	6
"strain"	"Escherichia coli O103:H2 str. 12009"	0	26	11	1	0	40	24	25	0
"strain"	"Escherichia coli O104:H4 str. 2009EL-2050"	0	21	8	4	0	41	12	16	0
"strain"	"Escherichia coli O104:H4 str. 2009EL-2071"	0	31	6	2	0	52	12	20	0
"strain"	"Escherichia coli O104:H4 str. 2011C-3493"	0	20	10	6	0	47	22	32	0
"strain"	"Escherichia coli O111:H- str. 11128"	0	18	15	3	0	45	19	21	0
"strain"	"Escherichia coli O139:H28 str. E24377A"	0	18	7	4	0	45	13	31	0
"strain"	"Escherichia coli O157:H7 str. EC4115"	0	19	8	1	0	54	20	16	0
"strain"	"Escherichia coli O157:H7 str. EDL933"	0	14	9	1	0	43	14	9	0
"strain"	"Escherichia coli O157:H7 str. Sakai"	0	25	7	5	0	61	21	11	0
"strain"	"Escherichia coli O157:H7 str. TW14359"	0	31	10	5	0	50	19	12	0
"strain"	"Escherichia coli O26:H11 str. 11368"	0	16	11	6	0	37	14	19	0
"strain"	"Escherichia coli O55:H7 str. CB9615"	0	29	10	4	0	82	22	12	0
"strain"	"Escherichia coli O55:H7 str. RM12579"	0	24	6	6	0	57	23	29	0
"strain"	"Escherichia coli O7:K1 str. CE10"	0	31	19	13	0	78	22	78	1
"strain"	"Escherichia coli O83:H1 str. NRG 857C"	0	44	13	27	2	53	22	120	2
"strain"	"Escherichia coli P12b"	0	22	6	3	0	61	13	22	0
"strain"	"Escherichia coli PMV-1"	1	39	20	20	2	78	30	121	0
"strain"	"Escherichia coli SE11"	0	23	5	4	0	66	22	28	0
"strain"	"Escherichia coli SE15"	0	170	73	148	7	380	71	564	10
"strain"	"Escherichia coli SMS-3-5"	0	43	16	25	0	90	24	128	0
"strain"	"Escherichia coli str. 'clone D i14'"	1	32	31	23	0	101	24	121	0
"strain"	"Escherichia coli str. 'clone D i2'"	1	40	27	21	0	83	27	99	2
"strain"	"Escherichia coli str. K-12 substr. MDS42"	0	23	21	1	0	45	13	10	0
"strain"	"Escherichia coli str. K-12 substr. MG1655"	0	31	15	1	0	52	18	12	0
"strain"	"Escherichia coli UM146"	0	28	26	28	2	80	28	101	3
"strain"	"Escherichia coli UMN026"	0	133	44	48	0	336	44	235	1
"strain"	"Escherichia coli UMNK88"	0	26	13	10	1	49	17	36	0
"strain"	"Escherichia coli UTI89"	0	44	16	29	1	81	33	120	1
"strain"	"Escherichia coli W"	0	53	31	1	0	93	58	25	0
"strain"	"Escherichia coli Xuzhou21"	0	17	9	5	0	47	24	12	0
"strain"	"Filifactor alocis ATCC 35896"	57	16	0	20	0	39	27	13	0
"strain"	"Finegoldia magna ATCC 29328"	0	54	7	9	0	144	43	12	0
"strain"	"Fusobacterium nucleatum subsp. animalis 4_8"	12	361	599	25	0	1024	627	60	0
"strain"	"Fusobacterium nucleatum subsp. nucleatum ATCC 25586"	4	324	495	10	0	1000	533	12	0
"strain"	"Fusobacterium nucleatum subsp. vincentii 3_1_36A2"	8	157	315	62	0	511	311	82	0
"strain"	"Gallibacterium anatis UMN179"	0	4	2	0	0	9	8	0	0
"strain"	"Gardnerella vaginalis 409-05"	0	0	0	2	0	1	0	1	0
"strain"	"Gardnerella vaginalis ATCC 14019"	0	0	0	2	0	0	0	0	0
"strain"	"Haemophilus ducreyi 35000HP"	0	29	28	0	0	56	5	3	0
"strain"	"Haemophilus influenzae 10810"	0	643	630	268	13	1765	1050	658	16
"strain"	"Haemophilus influenzae 86-028NP"	2	1307	1502	1460	50	3474	2081	2589	49
"strain"	"Haemophilus influenzae F3031"	1	682	525	226	5	1688	674	525	7
"strain"	"Haemophilus influenzae F3047"	0	539	367	204	6	1384	664	480	3
"strain"	"Haemophilus influenzae KR494"	4	370	573	243	17	1110	966	645	12
"strain"	"Haemophilus influenzae PittEE"	1	718	651	588	21	1849	976	1164	16
"strain"	"Haemophilus influenzae PittGG"	0	750	604	269	12	1929	900	627	14
"strain"	"Haemophilus influenzae R2846"	0	707	651	485	20	1861	1023	876	11
"strain"	"Haemophilus influenzae R2866"	0	701	818	357	11	2283	1529	767	13
"strain"	"Haemophilus influenzae Rd KW20"	0	586	498	288	7	1362	880	624	12
"strain"	"Haemophilus parainfluenzae T3T1"	2	862	1130	80	6	2376	2150	434	6
"strain"	"Haemophilus parasuis SH0165"	0	10	13	0	0	18	17	0	0
"strain"	"Haemophilus somnus 129PT"	0	1	0	0	0	2	0	0	0
"strain"	"Haemophilus somnus 2336"	0	2	0	0	0	4	0	0	0
"strain"	"Herbaspirillum seropedicae SmR1"	0	9	1	2	0	6	1	18	0
"strain"	"Horsepox virus"	0	2	0	0	0	0	0	0	0
"strain"	"Human adenovirus 3"	0	0	0	0	0	1	0	3	0
"strain"	"Human adenovirus 3+11p"	0	2	0	0	0	0	0	3	0
"strain"	"Human adenovirus 6"	0	0	0	0	0	0	0	1	0
"strain"	"Human adenovirus 7"	0	0	0	0	0	0	0	1	0
"strain"	"Human coronavirus OC43"	0	3	0	0	0	42	80	0	0
"strain"	"Human endogenous retrovirus K113"	0	0	0	39	0	0	0	294	0
"strain"	"Human endogenous retrovirus K115"	0	0	0	65	1	4	4	324	0
"strain"	"Human group 1 coronavirus associated with pneumonia"	0	14	64	0	0	32	200	0	0
"strain"	"Human herpesvirus 4 type 2"	0	0	0	0	0	0	0	2	0
"strain"	"Human papillomavirus type 18"	0	0	0	0	0	0	0	2	0
"strain"	"Human rhinovirus A21"	0	222	933	1	2	579	1433	2	0
"strain"	"Human rhinovirus A36"	0	1	0	0	0	1	14	0	0
"strain"	"Human rhinovirus A43"	0	2	0	0	0	6	3	0	0
"strain"	"Human rhinovirus A46"	0	10	6	0	0	19	43	1	0
"strain"	"Human rhinovirus A49"	0	0	0	0	0	0	3	0	0
"strain"	"Human rhinovirus A51"	0	15	16	0	0	42	9	0	0
"strain"	"Human rhinovirus A60"	0	0	0	0	0	5	3	0	0
"strain"	"Human rhinovirus A65"	0	0	0	0	0	6	1	0	0
"strain"	"Human rhinovirus B17"	0	1	0	0	0	2	0	0	0
"strain"	"Human rhinovirus B84"	0	0	0	0	0	7	2	0	0
"strain"	"Hyphomicrobium denitrificans 1NES1"	0	0	1	0	0	0	0	0	0
"strain"	"Hyphomicrobium denitrificans ATCC 51888"	0	0	3	0	0	0	0	0	0
"strain"	"Influenza A virus (A/New York/392/2004(H3N2))"	0	53	22	0	0	83	89	0	0
"strain"	"Jonesia denitrificans DSM 20603"	0	0	0	0	0	1	0	0	0
"strain"	"Kineococcus radiotolerans SRS30216 = ATCC BAA-149"	0	2	0	0	0	3	0	0	0
"strain"	"Klebsiella oxytoca E718"	0	26	13	1	0	70	35	37	1
"strain"	"Klebsiella oxytoca KCTC 1686"	0	22	5	0	0	45	31	3	0
"strain"	"Klebsiella pneumoniae 342"	0	21	12	9	1	37	35	53	1
"strain"	"Klebsiella pneumoniae CG43"	0	32	22	277	6	93	36	1142	10
"strain"	"Klebsiella pneumoniae JM45"	0	47	24	214	15	114	37	1159	6
"strain"	"Klebsiella pneumoniae KCTC 2242"	0	33	25	230	8	69	46	1158	7
"strain"	"Klebsiella pneumoniae subsp. pneumoniae 1084"	0	27	27	210	12	71	44	843	5
"strain"	"Klebsiella pneumoniae subsp. pneumoniae HS11286"	0	38	22	243	3	67	41	1164	8
"strain"	"Klebsiella pneumoniae subsp. pneumoniae MGH 78578"	0	41	23	261	10	80	38	1157	4
"strain"	"Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"	0	37	26	192	6	86	63	897	2
"strain"	"Klebsiella pneumoniae subsp. rhinoscleromatis SB3432"	0	30	20	166	3	64	43	836	7
"strain"	"Klebsiella variicola At-22"	0	19	22	5	0	48	26	52	2
"strain"	"Kocuria rhizophila DC2201"	0	2	0	0	0	0	0	0	0
"strain"	"Kytococcus sedentarius DSM 20547"	0	4	0	0	0	0	0	0	0
"strain"	"Lactobacillus acidophilus 30SC"	0	0	0	1	0	3	5	0	0
"strain"	"Lactobacillus acidophilus La-14"	0	0	0	0	0	4	5	0	0
"strain"	"Lactobacillus acidophilus NCFM"	0	0	0	0	0	1	4	0	0
"strain"	"Lactobacillus amylovorus GRL 1112"	0	1	0	0	0	4	3	2	0
"strain"	"Lactobacillus amylovorus GRL1118"	1	0	0	0	0	5	3	3	0
"strain"	"Lactobacillus brevis ATCC 367"	0	0	0	0	0	0	0	1	0
"strain"	"Lactobacillus buchneri CD034"	0	2	0	0	0	8	0	2	0
"strain"	"Lactobacillus buchneri NRRL B-30929"	0	2	0	0	0	8	0	0	0
"strain"	"Lactobacillus casei ATCC 334"	0	8	2	2	0	9	5	7	0
"strain"	"Lactobacillus casei BD-II"	0	2	1	1	0	13	2	7	0
"strain"	"Lactobacillus casei BL23"	0	5	0	3	0	12	2	7	0
"strain"	"Lactobacillus casei LC2W"	0	4	1	0	0	7	11	5	0
"strain"	"Lactobacillus casei LOCK919"	0	6	0	8	0	8	3	15	0
"strain"	"Lactobacillus casei str. Zhang"	0	0	0	0	0	0	0	2	0
"strain"	"Lactobacillus casei W56"	0	6	0	1	0	12	5	2	0
"strain"	"Lactobacillus crispatus ST1"	0	4	0	4	0	18	5	21	0
"strain"	"Lactobacillus delbrueckii subsp. bulgaricus 2038"	0	0	0	0	0	0	0	3	0
"strain"	"Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002"	0	0	0	0	0	0	0	1	0
"strain"	"Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365"	0	0	0	0	0	0	0	2	0
"strain"	"Lactobacillus delbrueckii subsp. bulgaricus ND02"	0	0	0	1	0	1	0	4	0
"strain"	"Lactobacillus fermentum CECT 5716"	0	13	19	48	0	34	7	244	0
"strain"	"Lactobacillus fermentum F-6"	0	9	27	42	0	44	2	279	0
"strain"	"Lactobacillus fermentum IFO 3956"	0	21	14	28	2	42	9	240	0
"strain"	"Lactobacillus gasseri ATCC 33323 = JCM 1131"	0	64	94	43	2	147	243	119	0
"strain"	"Lactobacillus helveticus CNRZ32"	1	0	0	0	0	1	2	3	0
"strain"	"Lactobacillus helveticus DPC 4571"	0	1	0	0	0	0	0	1	0
"strain"	"Lactobacillus helveticus R0052"	0	0	0	1	0	1	0	0	0
"strain"	"Lactobacillus johnsonii DPC 6026"	0	7	3	1	0	15	10	2	0
"strain"	"Lactobacillus johnsonii FI9785"	0	7	5	0	0	13	16	3	0
"strain"	"Lactobacillus johnsonii N6.2"	0	2	4	0	0	11	21	4	0
"strain"	"Lactobacillus johnsonii NCC 533"	0	9	6	1	0	18	21	6	0
"strain"	"Lactobacillus kefiranofaciens ZW3"	0	0	0	2	0	1	0	4	0
"strain"	"Lactobacillus paracasei subsp. paracasei 8700:2"	0	3	1	3	1	7	5	9	2
"strain"	"Lactobacillus plantarum 16"	0	0	0	0	0	0	0	1	0
"strain"	"Lactobacillus reuteri DSM 20016"	0	9	0	1	0	18	3	4	1
"strain"	"Lactobacillus reuteri I5007"	0	10	0	2	0	5	8	1	0
"strain"	"Lactobacillus reuteri JCM 1112"	0	2	0	2	0	10	10	6	1
"strain"	"Lactobacillus reuteri SD2112"	1	5	0	0	0	10	8	3	0
"strain"	"Lactobacillus reuteri TD1"	0	6	0	0	0	13	7	0	0
"strain"	"Lactobacillus rhamnosus ATCC 8530"	0	31	58	103	5	144	154	275	8
"strain"	"Lactobacillus rhamnosus GG"	0	76	91	229	15	301	289	660	17
"strain"	"Lactobacillus rhamnosus Lc 705"	0	31	38	88	8	135	182	235	1
"strain"	"Lactobacillus rhamnosus LOCK900"	0	35	43	219	9	171	119	602	13
"strain"	"Lactobacillus rhamnosus LOCK908"	0	39	51	92	5	145	182	280	3
"strain"	"Lactobacillus ruminis ATCC 27782"	0	0	0	0	0	2	0	0	0
"strain"	"Lactobacillus sakei subsp. sakei 23K"	0	3	0	0	0	10	1	12	0
"strain"	"Lactobacillus salivarius CECT 5713"	0	1	0	2	0	4	3	5	0
"strain"	"Lactobacillus salivarius UCC118"	0	1	0	0	0	1	5	3	0
"strain"	"Lactobacillus sanfranciscensis TMW 1.1304"	0	0	0	0	0	0	0	1	0
"strain"	"Lactococcus lactis subsp. cremoris A76"	0	0	0	0	0	0	1	0	0
"strain"	"Lactococcus lactis subsp. cremoris KW2"	0	2	0	0	0	0	0	0	0
"strain"	"Lactococcus lactis subsp. cremoris MG1363"	0	0	0	0	0	0	0	0	1
"strain"	"Lactococcus lactis subsp. cremoris SK11"	0	0	0	0	0	2	0	0	0
"strain"	"Lactococcus lactis subsp. cremoris UC509.9"	0	3	0	0	0	0	0	0	0
"strain"	"Lactococcus lactis subsp. lactis CV56"	0	2	0	0	0	2	1	0	0
"strain"	"Lactococcus lactis subsp. lactis Il1403"	0	2	0	0	0	0	0	0	0
"strain"	"Lactococcus lactis subsp. lactis KF147"	0	0	0	0	0	0	1	0	0
"strain"	"Lactococcus lactis subsp. lactis KLDS 4.0325"	0	1	0	0	0	0	1	0	0
"strain"	"Laribacter hongkongensis HLHK9"	0	0	0	0	0	1	0	0	0
"strain"	"Legionella longbeachae NSW150"	0	1	0	0	0	5	15	0	0
"strain"	"Legionella pneumophila 2300/99 Alcoy"	0	1	0	0	0	0	0	0	0
"strain"	"Legionella pneumophila str. Lens"	0	0	0	0	0	0	1	0	0
"strain"	"Legionella pneumophila str. Paris"	0	0	0	0	0	1	0	0	0
"strain"	"Legionella pneumophila subsp. pneumophila LPE509"	0	1	0	0	0	1	1	0	0
"strain"	"Legionella pneumophila subsp. pneumophila str. Hextuple_2q"	0	0	0	0	0	2	0	0	0
"strain"	"Legionella pneumophila subsp. pneumophila str. Hextuple_3a"	0	0	0	0	0	1	2	0	0
"strain"	"Leifsonia xyli subsp. cynodontis DSM 46306"	0	1	0	0	0	0	0	0	0
"strain"	"Leptothrix cholodnii SP-6"	0	0	11	0	0	0	0	0	0
"strain"	"Leptotrichia buccalis C-1013-b"	1	9	5	0	0	20	19	0	0
"strain"	"Leuconostoc carnosum JB16"	0	3	0	0	0	0	0	0	0
"strain"	"Leuconostoc citreum KM20"	0	2	0	0	0	1	0	0	0
"strain"	"Leuconostoc gelidum JB7"	0	25	0	0	0	3	0	0	0
"strain"	"Leuconostoc gelidum subsp. gasicomitatum LMG 18811"	0	3	0	0	0	2	0	0	0
"strain"	"Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293"	0	1	0	0	0	0	0	0	0
"strain"	"Listeria innocua Clip11262"	0	0	0	0	0	0	0	0	1
"strain"	"Macrococcus caseolyticus JCSC5402"	0	1	0	0	0	3	9	1	0
"strain"	"Mageeibacillus indolicus UPII9-5"	3	0	0	0	0	2	0	2	0
"strain"	"Mannheimia haemolytica D153"	0	19	39	0	0	34	120	2	0
"strain"	"Mannheimia haemolytica D171"	0	19	37	0	0	38	123	0	0
"strain"	"Mannheimia haemolytica D174"	0	18	43	1	0	40	110	0	0
"strain"	"Mannheimia haemolytica M42548"	0	19	52	1	0	36	122	2	0
"strain"	"Mannheimia haemolytica USDA-ARS-USMARC-183"	0	23	40	0	0	32	122	1	0
"strain"	"Mannheimia haemolytica USDA-ARS-USMARC-185"	0	16	50	1	0	38	133	0	0
"strain"	"Mannheimia haemolytica USMARC_2286"	0	18	39	0	0	46	122	1	0
"strain"	"Mannheimia succiniciproducens MBEL55E"	0	9	3	0	0	19	3	0	0
"strain"	"Megasphaera elsdenii DSM 20460"	0	1	0	0	0	1	0	0	0
"strain"	"Melissococcus plutonius DAT561"	0	0	0	0	0	0	0	1	0
"strain"	"Methylibium petroleiphilum PM1"	0	2	92	0	0	10	0	2	0
"strain"	"Methylobacterium extorquens AM1"	0	88	0	1	0	23	0	0	0
"strain"	"Methylobacterium extorquens CM4"	0	6	0	0	0	1	0	0	0
"strain"	"Methylobacterium extorquens DM4"	0	11	0	0	0	4	0	0	0
"strain"	"Methylobacterium extorquens PA1"	0	4	0	0	0	0	0	0	0
"strain"	"Methylobacterium populi BJ001"	0	7	0	0	0	2	0	0	0
"strain"	"Methylobacterium radiotolerans JCM 2831"	0	2	0	0	0	2	0	0	0
"strain"	"Methylotenera mobilis JLW8"	0	0	0	0	0	2	0	0	0
"strain"	"Methylotenera versatilis 301"	0	1	2	0	0	0	0	0	0
"strain"	"Micrococcus luteus NCTC 2665"	0	4	0	0	0	31	0	1	0
"strain"	"Mobiluncus curtisii ATCC 43063"	0	0	0	0	0	5	0	3	0
"strain"	"Moraxella catarrhalis BBH18"	0	44675	18426	2376	132	101082	18851	6100	135
"strain"	"Mycobacterium abscessus subsp. bolletii str. GO 06"	0	0	0	0	0	1	0	0	0
"strain"	"Mycobacterium indicus pranii MTCC 9506"	0	0	0	1	0	0	0	1	0
"strain"	"Mycobacterium intracellulare ATCC 13950"	0	0	0	0	0	1	0	2	0
"strain"	"Mycobacterium intracellulare MOTT-64"	0	0	0	0	0	0	0	1	0
"strain"	"Mycobacterium yongonense 05-1390"	0	0	0	0	0	0	0	1	0
"strain"	"Mycoplasma arthritidis 158L3-1"	0	90	116	0	0	254	412	4	1
"strain"	"Mycoplasma hominis ATCC 23114"	0	45	62	0	0	106	261	3	1
"strain"	"Neisseria gonorrhoeae FA 1090"	0	9	10	1	0	22	5	111	0
"strain"	"Neisseria gonorrhoeae NCCP11945"	0	12	10	5	0	47	18	93	1
"strain"	"Neisseria lactamica 020-06"	0	251	168	23	2	642	353	358	0
"strain"	"Neisseria meningitidis 053442"	0	117	307	12	0	249	299	137	2
"strain"	"Neisseria meningitidis alpha710"	0	418	107	6	0	1136	199	102	0
"strain"	"Neisseria meningitidis FAM18"	0	205	65	10	2	478	109	100	0
"strain"	"Neisseria meningitidis G2136"	0	183	488	11	0	434	411	110	0
"strain"	"Neisseria meningitidis H44/76"	1	94	151	7	0	235	183	80	0
"strain"	"Neisseria meningitidis M01-240149"	0	418	84	14	0	1073	211	76	1
"strain"	"Neisseria meningitidis M01-240355"	0	114	46	14	0	272	93	113	0
"strain"	"Neisseria meningitidis M04-240196"	0	158	224	14	0	460	286	119	2
"strain"	"Neisseria meningitidis MC58"	0	105	158	9	1	219	200	98	0
"strain"	"Neisseria meningitidis NZ-05/33"	0	230	45	4	0	639	100	72	1
"strain"	"Neisseria meningitidis WUE 2594"	0	114	165	5	0	303	259	128	1
"strain"	"Neisseria meningitidis Z2491"	0	137	303	6	1	371	395	153	1
"strain"	"Nitrosomonas europaea ATCC 19718"	0	0	0	0	0	0	0	1	0
"strain"	"Nocardia farcinica IFM 10152"	0	0	0	0	0	1	0	0	0
"strain"	"Novosphingobium aromaticivorans DSM 12444"	0	0	0	0	0	2	0	0	0
"strain"	"Oceanobacillus iheyensis HTE831"	0	0	0	0	0	0	0	2	0
"strain"	"Ochrobactrum anthropi ATCC 49188"	1	10	0	0	0	6	4	0	0
"strain"	"Odoribacter splanchnicus DSM 20712"	8	0	0	0	0	0	0	2	0
"strain"	"Olsenella uli DSM 7084"	0	0	0	0	0	0	0	4	0
"strain"	"Ornithobacterium rhinotracheale DSM 15997"	0	1	0	0	0	2	0	0	0
"strain"	"Oscillibacter valericigenes Sjm18-20"	0	0	0	0	0	2	0	0	0
"strain"	"Pantoea ananatis AJ13355"	0	0	0	0	0	1	1	0	0
"strain"	"Pantoea ananatis LMG 20103"	0	0	1	0	0	2	0	0	0
"strain"	"Pantoea ananatis LMG 5342"	0	0	0	0	0	0	1	0	0
"strain"	"Pantoea ananatis PA13"	0	0	0	0	0	5	0	0	0
"strain"	"Pantoea vagans C9-1"	0	2	6	0	0	4	1	2	0
"strain"	"Parabacteroides distasonis ATCC 8503"	0	0	0	0	0	2	0	0	0
"strain"	"Paracoccus denitrificans PD1222"	0	0	0	0	0	1	0	0	0
"strain"	"Paraglaciecola psychrophila 170"	0	0	0	0	0	0	1	0	0
"strain"	"Parvibaculum lavamentivorans DS-1"	0	0	0	1	0	0	0	1	0
"strain"	"Pasteurella multocida 36950"	0	33	10	1	1	81	36	9	0
"strain"	"Pasteurella multocida subsp. multocida str. 3480"	0	39	5	3	0	68	36	7	0
"strain"	"Pasteurella multocida subsp. multocida str. HN06"	0	33	10	2	0	84	38	16	0
"strain"	"Pasteurella multocida subsp. multocida str. Pm70"	0	28	9	5	0	93	31	11	1
"strain"	"Pectobacterium atrosepticum SCRI1043"	0	0	1	0	0	1	1	0	0
"strain"	"Pectobacterium carotovorum subsp. carotovorum PC1"	0	37	1	1	0	55	8	0	0
"strain"	"Pectobacterium carotovorum subsp. carotovorum PCC21"	0	3	1	1	0	16	4	0	0
"strain"	"Pectobacterium wasabiae WPP163"	0	12	1	0	0	36	20	2	0
"strain"	"Pediococcus claussenii ATCC BAA-344"	0	0	1	0	0	2	0	2	0
"strain"	"Pediococcus pentosaceus SL4"	0	0	2	0	0	0	0	0	0
"strain"	"Peptoclostridium difficile 630"	0	1	0	2	1	4	0	0	0
"strain"	"Peptoclostridium difficile M120"	0	0	0	0	0	0	0	4	0
"strain"	"Peptoclostridium difficile M68"	0	1	0	1	0	0	0	1	0
"strain"	"Photobacterium profundum SS9"	0	0	0	0	0	2	0	0	0
"strain"	"Photorhabdus luminescens subsp. laumondii TTO1"	0	1	2	0	0	0	0	0	0
"strain"	"Porphyromonas asaccharolytica DSM 20707"	4	26	0	0	0	32	14	0	0
"strain"	"Porphyromonas gingivalis ATCC 33277"	4	4	9	4	0	9	1	12	0
"strain"	"Porphyromonas gingivalis TDC60"	0	5	2	2	0	30	24	3	0
"strain"	"Porphyromonas gingivalis W83"	9	11	7	2	0	30	12	11	0
"strain"	"Prevotella dentalis DSM 3688"	28	4	0	1	0	10	0	28	0
"strain"	"Prevotella denticola F0289"	186	47	77	23	3	141	86	133	0
"strain"	"Prevotella intermedia 17"	282	13	0	9	3	37	18	37	0
"strain"	"Prevotella melaninogenica ATCC 25845"	194	526	542	219	11	1390	758	712	14
"strain"	"Prevotella ruminicola 23"	0	0	0	0	0	2	0	0	0
"strain"	"Prevotella sp. oral taxon 299 str. F0039"	159	31	13	10	0	88	82	46	1
"strain"	"Propionibacterium acnes 266"	7	70	0	0	0	20	5	0	0
"strain"	"Propionibacterium acnes 6609"	10	63	0	0	0	10	3	2	0
"strain"	"Propionibacterium acnes ATCC 11828"	2	31	0	0	0	13	16	0	0
"strain"	"Propionibacterium acnes C1"	13	50	0	0	0	18	5	1	0
"strain"	"Propionibacterium acnes HL096PA1"	8	44	0	0	0	10	0	0	0
"strain"	"Propionibacterium acnes KPA171202"	9	55	0	0	0	14	1	0	0
"strain"	"Propionibacterium acnes SK137"	10	60	0	0	0	8	4	0	0
"strain"	"Propionibacterium acnes TypeIA2 P.acn17"	15	61	0	0	0	9	31	0	0
"strain"	"Propionibacterium acnes TypeIA2 P.acn31"	9	50	0	0	0	14	33	0	0
"strain"	"Propionibacterium acnes TypeIA2 P.acn33"	10	59	0	1	0	4	21	1	0
"strain"	"Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1"	0	1	0	0	0	1	0	1	0
"strain"	"Propionibacterium phage PHL067M09"	1	0	0	0	0	0	0	0	0
"strain"	"Propionibacterium phage PHL150M00"	1	0	0	0	0	0	0	0	0
"strain"	"Propionibacterium phage PHL308M00"	0	2	0	0	0	0	0	0	0
